order_id,customer_id,warehouse_id,order_date,shipper_date
867,6293,6509,1/3/2019,1/6/2019
868,3717,6509,1/3/2019,1/6/2019
869,2586,6509,1/3/2019,1/6/2019
870,4951,4338,1/3/2019,1/6/2019
871,4375,8118,01/04/2019,01/07/2019
872,9211,8118,01/04/2019,01/07/2019
873,4282,8118,1/4/2019,1/7/2019
874,6210,8118,1/4/2019,1/7/2019
875,8203,8118,1/4/2019,1/7/2019
876,4855,8118,1/4/2019,1/7/2019
877,8632,8118,1/4/2019,1/7/2019
878,5362,8118,1/4/2019,1/7/2019
879,4532,8118,1/4/2019,1/7/2019
880,8274,8118,1/4/2019,1/7/2019
881,4327,8118,1/4/2019,1/7/2019
882,2065,8118,1/4/2019,1/7/2019
883,8259,8118,1/4/2019,1/7/2019
884,1053,2666,1/4/2019,1/7/2019
885,1322,2666,1/4/2019,1/7/2019
886,2797,2666,1/4/2019,1/7/2019
887,9820,2666,1/4/2019,1/7/2019
888,1362,2666,1/4/2019,1/7/2019
889,7719,2666,1/4/2019,1/7/2019
890,2353,2666,1/4/2019,1/7/2019
891,3723,2666,1/4/2019,1/7/2019
892,2708,2666,1/4/2019,1/7/2019
893,4450,2666,1/4/2019,1/7/2019
894,4279,2666,1/4/2019,1/7/2019
895,6073,2666,1/4/2019,1/7/2019
896,3489,2666,1/4/2019,1/7/2019
897,7486,2666,1/4/2019,1/7/2019
898,7403,9080,1/4/2019,1/7/2019
899,5580,9080,1/4/2019,1/7/2019
900,9283,9080,1/4/2019,1/7/2019
901,9860,1543,1/4/2019,1/7/2019
902,9542,6509,1/4/2019,1/7/2019
903,4050,6509,1/4/2019,1/7/2019
904,5588,6509,1/4/2019,1/7/2019
905,5204,6509,1/4/2019,1/7/2019
906,5277,6509,1/4/2019,1/7/2019
907,8261,6509,1/4/2019,1/7/2019
908,5611,6509,1/4/2019,1/7/2019
909,6616,6509,1/4/2019,1/7/2019
910,5694,6509,1/4/2019,1/7/2019
911,7367,4338,1/4/2019,1/7/2019
912,2363,8118,01/05/2019,01/08/2019
913,4599,8118,1/5/2019,1/8/2019
914,5870,8118,1/5/2019,1/8/2019
915,6989,8118,1/5/2019,1/8/2019
916,6261,8118,1/5/2019,1/8/2019
917,4951,2666,1/5/2019,1/8/2019
918,3438,2666,1/5/2019,1/8/2019
919,7649,2666,1/5/2019,1/8/2019
920,3746,2666,1/5/2019,1/8/2019
921,1206,2666,1/5/2019,1/8/2019
922,9426,2666,1/5/2019,1/8/2019
923,1776,2666,1/5/2019,1/8/2019
924,8788,2666,1/5/2019,1/8/2019
925,8868,2666,1/5/2019,1/8/2019
926,3630,2666,1/5/2019,1/8/2019
927,4889,9080,1/5/2019,1/8/2019
928,9807,9080,1/5/2019,1/8/2019
929,1317,1543,1/5/2019,1/8/2019
930,2629,6509,1/5/2019,1/8/2019
931,8968,6509,1/5/2019,1/8/2019
932,5148,6509,1/5/2019,1/8/2019
933,3469,6509,1/5/2019,1/8/2019
934,1830,6509,1/5/2019,1/8/2019
935,8722,6509,1/5/2019,1/8/2019
936,2786,6509,1/5/2019,1/8/2019
937,4447,6509,1/5/2019,1/8/2019
938,2567,6509,1/5/2019,1/8/2019
939,7182,4338,1/5/2019,1/8/2019
940,3018,4338,1/5/2019,1/8/2019
941,7224,4338,1/5/2019,1/8/2019
942,7758,8118,01/06/2019,01/09/2019
943,6307,8118,1/6/2019,1/9/2019
944,5570,8118,1/6/2019,1/9/2019
945,4680,8118,1/6/2019,1/9/2019
946,7660,8118,1/6/2019,1/9/2019
947,2426,8118,1/6/2019,1/9/2019
948,4398,8118,1/6/2019,1/9/2019
949,7819,8118,1/6/2019,1/9/2019
950,4496,8118,1/6/2019,1/9/2019
951,3288,8118,1/6/2019,1/9/2019
952,6579,8118,1/6/2019,1/9/2019
953,3486,2666,1/6/2019,1/9/2019
954,8109,2666,1/6/2019,1/9/2019
955,9511,2666,1/6/2019,1/9/2019
956,5107,2666,1/6/2019,1/9/2019
957,6291,2666,1/6/2019,1/9/2019
958,8396,2666,1/6/2019,1/9/2019
959,4929,2666,1/6/2019,1/9/2019
960,3906,2666,1/6/2019,1/9/2019
961,5813,1543,1/6/2019,1/9/2019
962,1874,1543,1/6/2019,1/9/2019
963,1204,1543,1/6/2019,1/9/2019
964,5021,6509,1/6/2019,1/9/2019
965,5811,6509,1/6/2019,1/9/2019
966,1889,6509,1/6/2019,1/9/2019
967,7084,6509,1/6/2019,1/9/2019
968,9497,6509,1/6/2019,1/9/2019
969,1599,4338,1/6/2019,1/9/2019
970,5113,4338,1/6/2019,1/9/2019
971,8705,4338,1/6/2019,1/9/2019
972,5442,4338,1/6/2019,1/9/2019
973,3723,8118,01/07/2019,01/10/2019
974,4933,8118,1/7/2019,1/10/2019
975,5039,8118,1/7/2019,1/10/2019
976,3953,8118,1/7/2019,1/10/2019
977,4132,8118,1/7/2019,1/10/2019
978,4043,8118,1/7/2019,1/10/2019
979,4799,8118,1/7/2019,1/10/2019
980,4140,8118,1/7/2019,1/10/2019
981,9037,8118,1/7/2019,1/10/2019
982,1646,8118,1/7/2019,1/10/2019
983,6193,2666,1/7/2019,1/10/2019
984,6605,2666,1/7/2019,1/10/2019
985,2737,2666,1/7/2019,1/10/2019
986,4100,2666,1/7/2019,1/10/2019
987,5221,2666,1/7/2019,1/10/2019
988,9163,2666,1/7/2019,1/10/2019
989,4794,2666,1/7/2019,1/10/2019
990,8739,2666,1/7/2019,1/10/2019
991,2845,2666,1/7/2019,1/10/2019
992,3756,2666,1/7/2019,1/10/2019
993,9908,9080,1/7/2019,1/10/2019
994,8402,9080,1/7/2019,1/10/2019
995,7627,1543,1/7/2019,1/10/2019
996,3729,1543,1/7/2019,1/10/2019
997,3236,1543,1/7/2019,1/10/2019
998,6768,6509,1/7/2019,1/10/2019
999,4650,6509,1/7/2019,1/10/2019
1000,2718,6509,1/7/2019,1/10/2019
1001,3697,6509,1/7/2019,1/10/2019
1002,7320,6509,1/7/2019,1/10/2019
1003,1601,6509,1/7/2019,1/10/2019
1004,2349,6509,1/7/2019,1/10/2019
1005,9643,6509,1/7/2019,1/10/2019
1006,1873,6509,1/7/2019,1/10/2019
1007,7507,6509,1/7/2019,1/10/2019
1008,9317,6509,1/7/2019,1/10/2019
1009,8143,6509,1/7/2019,1/10/2019
1010,3971,4338,1/7/2019,1/10/2019
1011,5551,8118,01/08/2019,01/11/2019
1012,6689,8118,1/8/2019,1/11/2019
1013,5628,8118,1/8/2019,1/11/2019
1014,5933,8118,1/8/2019,1/11/2019
1015,8080,8118,1/8/2019,1/11/2019
1016,3713,8118,1/8/2019,1/11/2019
1017,5867,8118,1/8/2019,1/11/2019
1018,8548,8118,1/8/2019,1/11/2019
1019,4831,2666,1/8/2019,1/11/2019
1020,5066,2666,1/8/2019,1/11/2019
1021,9408,2666,1/8/2019,1/11/2019
1022,6576,2666,1/8/2019,1/11/2019
1023,8173,2666,1/8/2019,1/11/2019
1024,8744,2666,1/8/2019,1/11/2019
1025,1541,2666,1/8/2019,1/11/2019
1026,9266,2666,1/8/2019,1/11/2019
1027,4669,2666,1/8/2019,1/11/2019
1028,8231,9080,1/8/2019,1/11/2019
1029,6028,1543,1/8/2019,1/11/2019
1030,1891,6509,1/8/2019,1/11/2019
1031,9568,6509,1/8/2019,1/11/2019
1032,1861,6509,1/8/2019,1/11/2019
1033,8832,6509,1/8/2019,1/11/2019
1034,3283,6509,1/8/2019,1/11/2019
1035,9837,6509,1/8/2019,1/11/2019
1036,1751,6509,1/8/2019,1/11/2019
1037,3400,6509,1/8/2019,1/11/2019
1038,5251,6509,1/8/2019,1/11/2019
1039,7589,4338,1/8/2019,1/11/2019
1040,8905,8118,1/9/2019,1/12/2019
1041,8690,8118,1/9/2019,1/12/2019
1042,3494,8118,1/9/2019,1/12/2019
1043,8593,8118,1/9/2019,1/12/2019
1044,3336,8118,1/9/2019,1/12/2019
1045,6134,8118,1/9/2019,1/12/2019
1046,9457,8118,1/9/2019,1/12/2019
1047,2805,2666,1/9/2019,1/12/2019
1048,2382,2666,1/9/2019,1/12/2019
1049,9421,2666,1/9/2019,1/12/2019
1050,6770,2666,1/9/2019,1/12/2019
1051,7167,2666,1/9/2019,1/12/2019
1052,7317,2666,1/9/2019,1/12/2019
1053,6479,2666,1/9/2019,1/12/2019
1054,7310,2666,1/9/2019,1/12/2019
1055,8176,2666,1/9/2019,1/12/2019
1056,3362,2666,1/9/2019,1/12/2019
1057,1727,9080,1/9/2019,1/12/2019
1058,6704,1543,1/9/2019,1/12/2019
1059,8715,6509,1/9/2019,1/12/2019
1060,9175,6509,1/9/2019,1/12/2019
1061,8923,6509,1/9/2019,1/12/2019
1062,1232,6509,1/9/2019,1/12/2019
1063,1705,6509,1/9/2019,1/12/2019
1064,5302,6509,1/9/2019,1/12/2019
1065,7034,8118,1/10/2019,1/13/2019
1066,7206,8118,1/10/2019,1/13/2019
1067,9373,8118,1/10/2019,1/13/2019
1068,4936,8118,1/10/2019,1/13/2019
1069,8715,8118,1/10/2019,1/13/2019
1070,5520,8118,1/10/2019,1/13/2019
1071,7265,8118,1/10/2019,1/13/2019
1072,9025,8118,1/10/2019,1/13/2019
1073,8785,8118,1/10/2019,1/13/2019
1074,3824,2666,1/10/2019,1/13/2019
1075,7973,2666,1/10/2019,1/13/2019
1076,6770,2666,1/10/2019,1/13/2019
1077,8403,2666,1/10/2019,1/13/2019
1078,2728,2666,1/10/2019,1/13/2019
1079,9534,2666,1/10/2019,1/13/2019
1080,9060,2666,1/10/2019,1/13/2019
1081,2631,9080,1/10/2019,1/13/2019
1082,5883,9080,1/10/2019,1/13/2019
1083,5787,1543,1/10/2019,1/13/2019
1084,2898,1543,1/10/2019,1/13/2019
1085,8072,6509,1/10/2019,1/13/2019
1086,2437,6509,1/10/2019,1/13/2019
1087,2943,6509,1/10/2019,1/13/2019
1088,3621,6509,1/10/2019,1/13/2019
1089,2408,6509,1/10/2019,1/13/2019
1090,6240,6509,1/10/2019,1/13/2019
1091,1358,6509,1/10/2019,1/13/2019
1092,9447,6509,1/10/2019,1/13/2019
1093,9242,6509,1/10/2019,1/13/2019
1094,3514,6509,1/10/2019,1/13/2019
1095,2101,4338,1/10/2019,1/13/2019
1096,2924,4338,1/10/2019,1/13/2019
1097,6119,8118,1/11/2019,1/14/2019
1098,2431,8118,1/11/2019,1/14/2019
1099,8182,8118,1/11/2019,1/14/2019
1100,6860,8118,1/11/2019,1/14/2019
1101,3336,8118,1/11/2019,1/14/2019
1102,7937,8118,1/11/2019,1/14/2019
1103,8011,8118,1/11/2019,1/14/2019
1104,7898,2666,1/11/2019,1/14/2019
1105,8221,2666,1/11/2019,1/14/2019
1106,4495,2666,1/11/2019,1/14/2019
1107,7458,2666,1/11/2019,1/14/2019
1108,2277,2666,1/11/2019,1/14/2019
1109,3368,2666,1/11/2019,1/14/2019
1110,3311,2666,1/11/2019,1/14/2019
1111,1636,2666,1/11/2019,1/14/2019
1112,2440,2666,1/11/2019,1/14/2019
1113,3086,2666,1/11/2019,1/14/2019
1114,5263,2666,1/11/2019,1/14/2019
1115,3235,2666,1/11/2019,1/14/2019
1116,6767,2666,1/11/2019,1/14/2019
1117,2790,9080,1/11/2019,1/14/2019
1118,4952,1543,1/11/2019,1/14/2019
1119,6964,6509,1/11/2019,1/14/2019
1120,1483,6509,1/11/2019,1/14/2019
1121,2564,6509,1/11/2019,1/14/2019
1122,4272,6509,1/11/2019,1/14/2019
1123,4976,6509,1/11/2019,1/14/2019
1124,6575,6509,1/11/2019,1/14/2019
1125,2858,6509,1/11/2019,1/14/2019
1126,2220,6509,1/11/2019,1/14/2019
1127,6623,6509,1/11/2019,1/14/2019
1128,8380,6509,1/11/2019,1/14/2019
1129,8667,6509,1/11/2019,1/14/2019
1130,6037,4338,1/11/2019,1/14/2019
1131,5019,8118,01/12/2019,01/15/2019
1132,6483,8118,01/12/2019,01/15/2019
1133,6094,8118,1/12/2019,1/15/2019
1134,3423,8118,1/12/2019,1/15/2019
1135,9484,8118,1/12/2019,1/15/2019
1136,5111,8118,1/12/2019,1/15/2019
1137,8105,8118,1/12/2019,1/15/2019
1138,2363,2666,1/12/2019,1/15/2019
1139,2635,2666,1/12/2019,1/15/2019
1140,8068,2666,1/12/2019,1/15/2019
1141,8818,1543,1/12/2019,1/15/2019
1142,4710,6509,1/12/2019,1/15/2019
1143,7855,6509,1/12/2019,1/15/2019
1144,1679,6509,1/12/2019,1/15/2019
1145,6862,4338,1/12/2019,1/15/2019
1146,4858,4338,1/12/2019,1/15/2019
1147,5905,8118,01/13/2019,01/16/2019
1148,8903,8118,1/13/2019,1/16/2019
1149,7300,8118,1/13/2019,1/16/2019
1150,4047,8118,1/13/2019,1/16/2019
1151,7110,8118,1/13/2019,1/16/2019
1152,1529,8118,1/13/2019,1/16/2019
1153,7674,8118,1/13/2019,1/16/2019
1154,8419,8118,1/13/2019,1/16/2019
1155,1032,8118,1/13/2019,1/16/2019
1156,4186,8118,1/13/2019,1/16/2019
1157,2580,8118,1/13/2019,1/16/2019
1158,3557,2666,1/13/2019,1/16/2019
1159,7473,2666,1/13/2019,1/16/2019
1160,1852,2666,1/13/2019,1/16/2019
1161,4174,2666,1/13/2019,1/16/2019
1162,8685,2666,1/13/2019,1/16/2019
1163,2631,2666,1/13/2019,1/16/2019
1164,5010,2666,1/13/2019,1/16/2019
1165,2276,2666,1/13/2019,1/16/2019
1166,1843,2666,1/13/2019,1/16/2019
1167,2791,6509,1/13/2019,1/16/2019
1168,7078,6509,1/13/2019,1/16/2019
1169,1726,6509,1/13/2019,1/16/2019
1170,5531,6509,1/13/2019,1/16/2019
1171,9707,6509,1/13/2019,1/16/2019
1172,5960,6509,1/13/2019,1/16/2019
1173,8752,6509,1/13/2019,1/16/2019
1174,2495,6509,1/13/2019,1/16/2019
1175,2441,4338,1/13/2019,1/16/2019
1176,3123,8118,01/14/2019,01/17/2019
1177,1896,8118,1/14/2019,1/17/2019
1178,7115,8118,1/14/2019,1/17/2019
1179,7791,8118,1/14/2019,1/17/2019
1180,9894,8118,1/14/2019,1/17/2019
1181,9744,8118,1/14/2019,1/17/2019
1182,3124,2666,1/14/2019,1/17/2019
1183,4689,2666,1/14/2019,1/17/2019
1184,7712,2666,1/14/2019,1/17/2019
1185,6501,2666,1/14/2019,1/17/2019
1186,9411,9080,1/14/2019,1/17/2019
1187,4030,6509,1/14/2019,1/17/2019
1188,2721,6509,1/14/2019,1/17/2019
1189,4275,6509,1/14/2019,1/17/2019
1190,4268,6509,1/14/2019,1/17/2019
1191,6668,6509,1/14/2019,1/17/2019
1192,7182,4338,1/14/2019,1/17/2019
1193,9238,8118,1/15/2019,1/18/2019
1194,2527,8118,1/15/2019,1/18/2019
1195,8325,8118,1/15/2019,1/18/2019
1196,4465,8118,1/15/2019,1/18/2019
1197,7326,8118,1/15/2019,1/18/2019
1198,2714,8118,1/15/2019,1/18/2019
1199,9685,2666,1/15/2019,1/18/2019
1200,4439,2666,1/15/2019,1/18/2019
1201,6366,2666,1/15/2019,1/18/2019
1202,6183,2666,1/15/2019,1/18/2019
1203,2380,2666,1/15/2019,1/18/2019
1204,1994,2666,1/15/2019,1/18/2019
1205,1443,2666,1/15/2019,1/18/2019
1206,9601,9080,1/15/2019,1/18/2019
1207,6163,1543,1/15/2019,1/18/2019
1208,4410,1543,1/15/2019,1/18/2019
1209,9348,1543,1/15/2019,1/18/2019
1210,2286,1543,1/15/2019,1/18/2019
1211,7523,6509,1/15/2019,1/18/2019
1212,3998,6509,1/15/2019,1/18/2019
1213,7832,6509,1/15/2019,1/18/2019
1214,1077,6509,1/15/2019,1/18/2019
1215,6251,6509,1/15/2019,1/18/2019
1216,9820,6509,1/15/2019,1/18/2019
1217,7805,6509,1/15/2019,1/18/2019
1218,6692,4338,1/15/2019,1/18/2019
1219,3888,8118,1/16/2019,1/19/2019
1220,6906,8118,1/16/2019,1/19/2019
1221,4155,8118,1/16/2019,1/19/2019
1222,1944,8118,1/16/2019,1/19/2019
1223,7631,8118,1/16/2019,1/19/2019
1224,9053,8118,1/16/2019,1/19/2019
1225,1696,8118,1/16/2019,1/19/2019
1226,3873,8118,1/16/2019,1/19/2019
1227,2617,8118,1/16/2019,1/19/2019
1228,8765,8118,1/16/2019,1/19/2019
1229,5339,8118,1/16/2019,1/19/2019
1230,3812,2666,1/16/2019,1/19/2019
1231,5250,2666,1/16/2019,1/19/2019
1232,7808,2666,1/16/2019,1/19/2019
1233,8356,2666,1/16/2019,1/19/2019
1234,2223,2666,1/16/2019,1/19/2019
1235,8111,2666,1/16/2019,1/19/2019
1236,4935,2666,1/16/2019,1/19/2019
1237,5198,2666,1/16/2019,1/19/2019
1238,5475,9080,1/16/2019,1/19/2019
1239,8970,1543,1/16/2019,1/19/2019
1240,3086,1543,1/16/2019,1/19/2019
1241,7281,6509,1/16/2019,1/19/2019
1242,9807,6509,1/16/2019,1/19/2019
1243,1939,6509,1/16/2019,1/19/2019
1244,7177,6509,1/16/2019,1/19/2019
1245,6828,6509,1/16/2019,1/19/2019
1246,5182,6509,1/16/2019,1/19/2019
1247,3487,6509,1/16/2019,1/19/2019
1248,3583,6509,1/16/2019,1/19/2019
1249,1680,6509,1/16/2019,1/19/2019
1250,7701,6509,1/16/2019,1/19/2019
1251,8765,8118,01/17/2019,01/20/2019
1252,7644,8118,01/17/2019,01/20/2019
1253,8501,8118,1/17/2019,1/20/2019
1254,3516,8118,1/17/2019,1/20/2019
1255,2394,8118,1/17/2019,1/20/2019
1256,7512,8118,1/17/2019,1/20/2019
1257,1919,8118,1/17/2019,1/20/2019
1258,5371,8118,1/17/2019,1/20/2019
1259,9622,8118,1/17/2019,1/20/2019
1260,3256,8118,1/17/2019,1/20/2019
1261,7452,8118,1/17/2019,1/20/2019
1262,1219,8118,1/17/2019,1/20/2019
1263,5747,8118,1/17/2019,1/20/2019
1264,7118,8118,1/17/2019,1/20/2019
1265,2485,8118,1/17/2019,1/20/2019
1266,9567,2666,1/17/2019,1/20/2019
1267,5886,2666,1/17/2019,1/20/2019
1268,2391,2666,1/17/2019,1/20/2019
1269,5841,2666,1/17/2019,1/20/2019
1270,1763,2666,1/17/2019,1/20/2019
1271,1547,2666,1/17/2019,1/20/2019
1272,2090,2666,1/17/2019,1/20/2019
1273,1175,2666,1/17/2019,1/20/2019
1274,2289,9080,1/17/2019,1/20/2019
1275,6101,6509,1/17/2019,1/20/2019
1276,2940,6509,1/17/2019,1/20/2019
1277,8246,6509,1/17/2019,1/20/2019
1278,6689,6509,1/17/2019,1/20/2019
1279,1416,6509,1/17/2019,1/20/2019
1280,7340,6509,1/17/2019,1/20/2019
1281,7376,6509,1/17/2019,1/20/2019
1282,9753,8118,01/18/2019,01/21/2019
1283,4888,8118,1/18/2019,1/21/2019
1284,9882,8118,1/18/2019,1/21/2019
1285,3712,8118,1/18/2019,1/21/2019
1286,1821,8118,1/18/2019,1/21/2019
1287,6652,8118,1/18/2019,1/21/2019
1288,1556,8118,1/18/2019,1/21/2019
1289,1621,8118,1/18/2019,1/21/2019
1290,6394,8118,1/18/2019,1/21/2019
1291,8643,8118,1/18/2019,1/21/2019
1292,8937,8118,1/18/2019,1/21/2019
1293,2447,2666,1/18/2019,1/21/2019
1294,1981,2666,1/18/2019,1/21/2019
1295,2719,2666,1/18/2019,1/21/2019
1296,9300,2666,1/18/2019,1/21/2019
1297,7901,2666,1/18/2019,1/21/2019
1298,2746,2666,1/18/2019,1/21/2019
1299,3675,2666,1/18/2019,1/21/2019
1300,9710,2666,1/18/2019,1/21/2019
1301,1928,2666,1/18/2019,1/21/2019
1302,8485,1543,1/18/2019,1/21/2019
1303,8927,1543,1/18/2019,1/21/2019
1304,2813,6509,1/18/2019,1/21/2019
1305,4568,6509,1/18/2019,1/21/2019
1306,3912,6509,1/18/2019,1/21/2019
1307,6910,6509,1/18/2019,1/21/2019
1308,6962,6509,1/18/2019,1/21/2019
1309,1388,6509,1/18/2019,1/21/2019
1310,1710,4338,1/18/2019,1/21/2019
1311,3030,4338,1/18/2019,1/21/2019
1312,1808,8118,1/19/2019,1/22/2019
1313,9339,8118,1/19/2019,1/22/2019
1314,6633,8118,1/19/2019,1/22/2019
1315,5207,8118,1/19/2019,1/22/2019
1316,7565,8118,1/19/2019,1/22/2019
1317,2179,8118,1/19/2019,1/22/2019
1318,3803,2666,1/19/2019,1/22/2019
1319,1377,2666,1/19/2019,1/22/2019
1320,1648,2666,1/19/2019,1/22/2019
1321,2234,2666,1/19/2019,1/22/2019
1322,4649,2666,1/19/2019,1/22/2019
1323,2860,9080,1/19/2019,1/22/2019
1324,8783,1543,1/19/2019,1/22/2019
1325,2189,1543,1/19/2019,1/22/2019
1326,8770,6509,1/19/2019,1/22/2019
1327,1152,6509,1/19/2019,1/22/2019
1328,7917,6509,1/19/2019,1/22/2019
1329,5111,6509,1/19/2019,1/22/2019
1330,6158,6509,1/19/2019,1/22/2019
1331,5681,6509,1/19/2019,1/22/2019
1332,1451,4338,1/19/2019,1/22/2019
1333,2055,8118,01/20/2019,01/23/2019
1334,4366,8118,1/20/2019,1/23/2019
1335,3869,8118,1/20/2019,1/23/2019
1336,9219,8118,1/20/2019,1/23/2019
1337,6460,8118,1/20/2019,1/23/2019
1338,8100,8118,1/20/2019,1/23/2019
1339,3739,8118,1/20/2019,1/23/2019
1340,4750,2666,1/20/2019,1/23/2019
1341,1723,2666,1/20/2019,1/23/2019
1342,9922,2666,1/20/2019,1/23/2019
1343,3058,2666,1/20/2019,1/23/2019
1344,8541,2666,1/20/2019,1/23/2019
1345,7872,2666,1/20/2019,1/23/2019
1346,3047,2666,1/20/2019,1/23/2019
1347,2360,2666,1/20/2019,1/23/2019
1348,2680,2666,1/20/2019,1/23/2019
1349,1635,9080,1/20/2019,1/23/2019
1350,8524,9080,1/20/2019,1/23/2019
1351,5072,1543,1/20/2019,1/23/2019
1352,3881,1543,1/20/2019,1/23/2019
1353,9118,1543,1/20/2019,1/23/2019
1354,5095,6509,1/20/2019,1/23/2019
1355,3148,6509,1/20/2019,1/23/2019
1356,3604,6509,1/20/2019,1/23/2019
1357,6693,6509,1/20/2019,1/23/2019
1358,2398,6509,1/20/2019,1/23/2019
1359,2188,6509,1/20/2019,1/23/2019
1360,9722,4338,1/20/2019,1/23/2019
1361,7400,4338,1/20/2019,1/23/2019
1362,7410,8118,1/21/2019,1/24/2019
1363,5295,8118,1/21/2019,1/24/2019
1364,6261,8118,1/21/2019,1/24/2019
1365,2658,8118,1/21/2019,1/24/2019
1366,8206,8118,1/21/2019,1/24/2019
1367,9137,2666,1/21/2019,1/24/2019
1368,6176,2666,1/21/2019,1/24/2019
1369,5624,2666,1/21/2019,1/24/2019
1370,9056,2666,1/21/2019,1/24/2019
1371,4256,2666,1/21/2019,1/24/2019
1372,3363,2666,1/21/2019,1/24/2019
1373,3332,2666,1/21/2019,1/24/2019
1374,4982,2666,1/21/2019,1/24/2019
1375,7483,2666,1/21/2019,1/24/2019
1376,9909,2666,1/21/2019,1/24/2019
1377,2857,2666,1/21/2019,1/24/2019
1378,7733,2666,1/21/2019,1/24/2019
1379,1041,1543,1/21/2019,1/24/2019
1380,9028,6509,1/21/2019,1/24/2019
1381,6470,6509,1/21/2019,1/24/2019
1382,9494,6509,1/21/2019,1/24/2019
1383,1039,6509,1/21/2019,1/24/2019
1384,9857,6509,1/21/2019,1/24/2019
1385,2008,6509,1/21/2019,1/24/2019
1386,9730,6509,1/21/2019,1/24/2019
1387,6064,6509,1/21/2019,1/24/2019
1388,9713,8118,01/22/2019,01/25/2019
1389,7305,8118,1/22/2019,1/25/2019
1390,3879,8118,1/22/2019,1/25/2019
1391,9274,8118,1/22/2019,1/25/2019
1392,1566,8118,1/22/2019,1/25/2019
1393,5955,8118,1/22/2019,1/25/2019
1394,2938,8118,1/22/2019,1/25/2019
1395,1347,8118,1/22/2019,1/25/2019
1396,9882,8118,1/22/2019,1/25/2019
1397,4107,8118,1/22/2019,1/25/2019
1398,6814,2666,1/22/2019,1/25/2019
1399,8392,2666,1/22/2019,1/25/2019
1400,9803,2666,1/22/2019,1/25/2019
1401,5441,2666,1/22/2019,1/25/2019
1402,7582,2666,1/22/2019,1/25/2019
1403,1470,2666,1/22/2019,1/25/2019
